Category: Tool Id: Solar Pickaxe Old Value: 334593 - Value: 334593 | Rap changed: 0%
Category: Pet Id: Snow Ram Old Value: 37702 - Value: 16400 | Rap changed: -130%
Category: Pet Id: Domortuus Old Value: 1442 - Value: 1442 | Rap changed: 0%
Category: Pet Id: Huge Santa Monkey Old Value: 1307692259 - Value: 3029371597 | Rap changed: 56%
Category: Pet Id: Neon Twilight Tiger Old Value: 5874779 - Value: 730000000 | Rap changed: 99%
Category: Pet Id: Guard Wolf Old Value: 3480 - Value: 3482 | Rap changed: 0%
Category: Pet Id: Devil Dominus Old Value: 9100000 - Value: 4559 | Rap changed: -199506%
Category: Pet Id: Detective Cat Old Value: 2915 - Value: 5720 | Rap changed: 49%
Category: Pet Id: Dino Cat Old Value: 89391 - Value: 12638542 | Rap changed: 99%
Category: Pet Id: Sandcastle Dog Old Value: 2327 - Value: 24000 | Rap changed: 90%
Category: Pet Id: Cupid Corgi Old Value: 13765537 - Value: 748063941 | Rap changed: 98%
Category: Pet Id: Sacred Deer Old Value: 1406000021 - Value: 500 | Rap changed: -281199905%
Category: Pet Id: Snow Dog Old Value: 244 - Value: 24938 | Rap changed: 99%
Category: Pet Id: Prison Axolotl Old Value: 1369 - Value: 76 | Rap changed: -1702%
Category: Pet Id: Jelly Panda Old Value: 389648551 - Value: 10263263 | Rap changed: -3697%
Category: Pet Id: Pastel Sock Dragon Old Value: 1224 - Value: 10388 | Rap changed: 88%
Category: Pet Id: Hot Air Balloon Dog Old Value: 549 - Value: 1 | Rap changed: -54800%
Category: Pet Id: Scarecrow Cat Old Value: 1568473 - Value: 47169 | Rap changed: -3226%
Category: Pet Id: Huge Samurai Dragon Old Value: 100000000000 - Value: 1235565449 | Rap changed: -7994%
Category: Pet Id: Doodle Narwhal Old Value: 504 - Value: 191 | Rap changed: -164%
Category: Pet Id: Prince Donkey Old Value: 973 - Value: 1062 | Rap changed: 8%
Category: Pet Id: Kraken Old Value: 1053 - Value: 1757 | Rap changed: 40%
Category: Pet Id: Black Hole Axolotl Old Value: 5320030 - Value: 10025853 | Rap changed: 46%
Category: Pet Id: Titanic Patchwork Capybara Old Value: 85214401075 - Value: 156399999067 | Rap changed: 45%
Category: Pet Id: Ghost Old Value: 4237 - Value: 15000 | Rap changed: 71%
Category: Pet Id: White Tiger Old Value: 108 - Value: 197920 | Rap changed: 99%
Category: Pet Id: Empyrean Snake Old Value: 6482 - Value: 249000 | Rap changed: 97%
Category: Pet Id: Puurple Cat Old Value: 5831379 - Value: 5831379 | Rap changed: 0%
Category: Pet Id: Huge Heart Balloon Cat Old Value: 994121612 - Value: 2648475143 | Rap changed: 62%
Category: Pet Id: Rave Meebo in a Spaceship Old Value: 93663 - Value: 8835 | Rap changed: -961%
Category: Pet Id: Neon Twilight Dragon Old Value: 95427607 - Value: 287520002 | Rap changed: 66%
Category: Pet Id: Deer Old Value: 1278 - Value: 623 | Rap changed: -106%
Category: Pet Id: Anime Agony Old Value: 86339010 - Value: 462336004 | Rap changed: 81%
Category: Pet Id: Huge Bison Old Value: 92695932 - Value: 31229398 | Rap changed: -197%
Category: Pet Id: Masked Fox Old Value: 1803311 - Value: 3534 | Rap changed: -50928%
Category: Pet Id: Huge Pirate Parrot Old Value: 1101120563 - Value: 900000000 | Rap changed: -23%
Category: Pet Id: Nutcracker Bunny Old Value: 201 - Value: 16666 | Rap changed: 98%
Category: Pet Id: Enchanted Elephant Old Value: 1000 - Value: 50000 | Rap changed: 98%
Category: Pet Id: Rave Slime Old Value: 277104 - Value: 1000000 | Rap changed: 72%
Category: Pet Id: Huge Minecart Piggy Old Value: 821433602 - Value: 43655984 | Rap changed: -1782%
Category: Pet Id: Hell Fox Old Value: 2562 - Value: 10000 | Rap changed: 74%
Category: Pet Id: Titanic Silver Dragon Old Value: 10000000 - Value: 26290827752 | Rap changed: 99%
Category: Pet Id: Titanic Hubert Old Value: 75000000000 - Value: 88239361287 | Rap changed: 15%
Category: Pet Id: Huge Panther Old Value: 1630201759 - Value: 103821593 | Rap changed: -1471%
Category: Pet Id: M-10 PROTOTYPE Old Value: 1637 - Value: 1637 | Rap changed: 0%
Category: Pet Id: Empyrean Axolotl Old Value: 20149 - Value: 128040 | Rap changed: 84%
Category: Pet Id: Huge Sand Turtle Old Value: 18959211 - Value: 18959211 | Rap changed: 0%
Category: Pet Id: Blossom Bunny Old Value: 10 - Value: 2000 | Rap changed: 99%
Category: Pet Id: Beach Ball Monkey Old Value: 153 - Value: 615893 | Rap changed: 99%
Category: Pet Id: Huge Poseidon Corgi Old Value: 31387735 - Value: 104017208 | Rap changed: 69%
Category: Pet Id: Mosaic Corgi Old Value: 13500082 - Value: 435415984 | Rap changed: 96%
Category: Pet Id: Doodle Fairy Old Value: 10704709 - Value: 69600001 | Rap changed: 84%
Category: Pet Id: Shadow Bull Old Value: 621 - Value: 5910 | Rap changed: 89%
Category: Pet Id: Mining Dog Old Value: 1336070 - Value: 31400 | Rap changed: -4155%
Category: Pet Id: Sandcastle Cat Old Value: 406019 - Value: 6400 | Rap changed: -6245%
Category: Pet Id: Heart Balloon Cat Old Value: 20276709 - Value: 680474087 | Rap changed: 97%
Category: Pet Id: Huge Angelus Old Value: 6248000076 - Value: 20999999970 | Rap changed: 70%
Category: Pet Id: Unicorn Kitten Old Value: 893496 - Value: 120260 | Rap changed: -643%
Category: Pet Id: Bearserker Old Value: 4121 - Value: 10 | Rap changed: -41110%
Category: Pet Id: Angry Dino Old Value: 532 - Value: 780 | Rap changed: 31%
Category: Pet Id: Forged Hedgehog Old Value: 1367 - Value: 5677 | Rap changed: 75%
Category: Pet Id: Ducky Old Value: 2069766 - Value: 29640 | Rap changed: -6884%
Category: Pet Id: Nutcracker Cat Old Value: 264999999 - Value: 133548800 | Rap changed: -99%
Category: Pet Id: Huge Kawaii Cat Old Value: 100000000000 - Value: 4567488046 | Rap changed: -2090%
Category: Pet Id: Pot of Gold Cat Old Value: 47007 - Value: 658462 | Rap changed: 92%
Category: Pet Id: Frostbyte Bear Old Value: 12610 - Value: 1473 | Rap changed: -757%
Category: Pet Id: Valentines Bee Old Value: 2340026 - Value: 1695 | Rap changed: -137955%
Category: Pet Id: Huge Orca Old Value: 310837092 - Value: 1110000010 | Rap changed: 71%
Category: Pet Id: Reindeer Cat Old Value: 254359999 - Value: 11555662 | Rap changed: -2102%
Category: Pet Id: Super Bat Old Value: 18303010 - Value: 9645986 | Rap changed: -90%
Category: Pet Id: Banana Old Value: 3350848129 - Value: 16153919967 | Rap changed: 79%
Category: Pet Id: Titanic Love Lamb Old Value: 39052741376 - Value: 17666117426 | Rap changed: -122%
Category: Pet Id: Huge Bubble Hydra Old Value: 620425978 - Value: 130602675 | Rap changed: -376%
Category: Pet Id: Noob Old Value: 1256430454 - Value: 8543807 | Rap changed: -14606%
Category: Pet Id: Honey Badger Old Value: 685038 - Value: 3 | Rap changed: -22834500%
Category: Pet Id: The Easter Bunny Old Value: 19682853 - Value: 21056 | Rap changed: -93379%
Category: Pet Id: Titanic Nightfall Wolf Old Value: 17404078001 - Value: 17404078001 | Rap changed: 0%
Category: Pet Id: Frostbyte Bat Old Value: 70 - Value: 1428 | Rap changed: 95%
Category: Pet Id: Doodle Tiger Old Value: 100 - Value: 250 | Rap changed: 60%
Category: Pet Id: Guard Wolf Old Value: 3480 - Value: 2470 | Rap changed: -41%
Category: Pet Id: Hi-Tech Monkey Old Value: 2121 - Value: 23345 | Rap changed: 90%
Category: Pet Id: Melted Rock Old Value: 43565 - Value: 6598009 | Rap changed: 99%
Category: Pet Id: Huge Minecart Hamster Old Value: 469180328 - Value: 19682400 | Rap changed: -2284%
Category: Pet Id: Frostbyte Husky Old Value: 688 - Value: 117512 | Rap changed: 99%
Category: Pet Id: Huge Icy Phoenix Old Value: 427943255 - Value: 19929289 | Rap changed: -2048%
Category: Pet Id: Snowflake Pegasus Old Value: 3677567 - Value: 9200000 | Rap changed: 60%
Category: Pet Id: Frostbyte Bear Old Value: 12610 - Value: 644 | Rap changed: -1859%
Category: Pet Id: Axolotuus Old Value: 120976 - Value: 21773171 | Rap changed: 99%
Category: Pet Id: Hi-Tech Flamingo Old Value: 1 - Value: 3507 | Rap changed: 99%
Category: Pet Id: Cyber Agony Old Value: 770 - Value: 548 | Rap changed: -41%
Category: Pet Id: Huge Leprechaun Cat Old Value: 42866468 - Value: 456976850 | Rap changed: 90%
Category: Pet Id: Cyborg Squirrel Old Value: 2408 - Value: 2408 | Rap changed: 0%
Category: Pet Id: Valentines Bear Old Value: 4054 - Value: 4014 | Rap changed: -1%
Category: Pet Id: Corrupt Cat Old Value: 810478 - Value: 40176 | Rap changed: -1918%
Category: Pet Id: Cyborg Corgi Old Value: 170 - Value: 23910 | Rap changed: 99%
Category: Pet Id: Blazing Bat Old Value: 6174279 - Value: 11584728 | Rap changed: 46%
Category: Pet Id: Cyber Dragon Old Value: 634 - Value: 634 | Rap changed: 0%
Category: Pet Id: Jelly Monkey Old Value: 5398698 - Value: 5398698 | Rap changed: 0%
Category: Pet Id: Titanic Obsidian Dragon Old Value: 85000000000 - Value: 11297617177 | Rap changed: -653%
Category: Pet Id: Hi-Tech Tiger Old Value: 1500 - Value: 1500 | Rap changed: 0%
Category: Pet Id: Huge Cool Cat Old Value: 13000000000 - Value: 129045013 | Rap changed: -9975%
Category: Pet Id: Cyber Slime Old Value: 1000 - Value: 285 | Rap changed: -251%
Category: Pet Id: Huge Bloo Cat Old Value: 3504218079 - Value: 6900000000 | Rap changed: 49%
Category: Pet Id: Lucki Elephant Old Value: 5153724 - Value: 493011 | Rap changed: -946%
Category: Pet Id: Wicked Agony Old Value: 588248238 - Value: 1420529 | Rap changed: -41311%
Category: Pet Id: Cyber Axolotl Old Value: 179 - Value: 7938 | Rap changed: 97%
Category: Pet Id: Huge Bat Old Value: 2415223777 - Value: 181350139 | Rap changed: -1232%
Category: Pet Id: Angel Moth Old Value: 116 - Value: 298 | Rap changed: 61%
Category: Pet Id: Reindeer Corgi Old Value: 73839999 - Value: 34589596 | Rap changed: -114%
Category: Pet Id: Cyborg Dog Old Value: 232 - Value: 23758 | Rap changed: 99%
Category: Pet Id: Emoji Cat Old Value: 4818365 - Value: 187673837 | Rap changed: 97%
Category: Pet Id: Huge Plague Dragon Old Value: 52647316 - Value: 174457510 | Rap changed: 69%
Category: Pet Id: Huge Rich Cat Old Value: 40580225 - Value: 4912799998 | Rap changed: 99%
Category: Pet Id: Cyborg Squirrel Old Value: 2408 - Value: 2501 | Rap changed: 3%
Category: Pet Id: Titanic Obsidian Dragon Old Value: 85000000000 - Value: 38728762106 | Rap changed: -120%
Category: Pet Id: Abyssal Fish Old Value: 618 - Value: 12720 | Rap changed: 95%
Category: Pet Id: Wild Frost Agony Old Value: 9775 - Value: 30700 | Rap changed: 68%
Category: Pet Id: Cyber Bear Old Value: 7000 - Value: 1003 | Rap changed: -598%
Category: Pet Id: Flower Panda Old Value: 125000 - Value: 10323209 | Rap changed: 98%
Category: Pet Id: Frostbyte Deer Old Value: 22902 - Value: 185 | Rap changed: -12280%
Category: Pet Id: Melted Slime Old Value: 1 - Value: 6500 | Rap changed: 99%
Category: Pet Id: Jelly Axolotl Old Value: 10954143 - Value: 5442316 | Rap changed: -102%
Category: Pet Id: Frostbyte Bat Old Value: 70 - Value: 3009 | Rap changed: 97%
Category: Pet Id: Tech Cowboy Cat Old Value: 283 - Value: 2189 | Rap changed: 87%
Category: Pet Id: Frostbyte Bear Old Value: 12610 - Value: 97 | Rap changed: -12900%
Category: Pet Id: Huge Icy Phoenix Old Value: 427943255 - Value: 1384673690 | Rap changed: 69%
Category: Pet Id: Cyber Agony Old Value: 770 - Value: 3471 | Rap changed: 77%
Category: Pet Id: Huge Guard Wolf Old Value: 7400000006 - Value: 86009568 | Rap changed: -8504%
Category: Pet Id: Frostbyte Bat Old Value: 70 - Value: 337 | Rap changed: 79%
Category: Pet Id: Jelly Alien Old Value: 8703 - Value: 316609 | Rap changed: 97%
Category: Pet Id: Hi-Tech Monkey Old Value: 2121 - Value: 260000555 | Rap changed: 99%
Category: Pet Id: Hi-Tech Elephant Old Value: 500 - Value: 5954 | Rap changed: 91%
Category: Pet Id: Stargazing Axolotl Old Value: 19286448 - Value: 20270243 | Rap changed: 4%
Category: Pet Id: Fish in a Bucket Old Value: 2786 - Value: 20000 | Rap changed: 86%
Category: Pet Id: Abyssal Seal Old Value: 10000 - Value: 1082 | Rap changed: -825%
Category: Pet Id: Abyssal Pufferfish Old Value: 12001 - Value: 994 | Rap changed: -1108%
Category: Pet Id: Cyber Dragon Old Value: 634 - Value: 178 | Rap changed: -257%
Category: Pet Id: Abyssal Seal Old Value: 10000 - Value: 8609 | Rap changed: -17%
Category: Pet Id: Huge Dove Old Value: 1635371190 - Value: 98000000000 | Rap changed: 98%
Category: Pet Id: Huge Super Spider Old Value: 604134156 - Value: 382541701 | Rap changed: -58%
Category: Pet Id: Hi-Tech Sloth Old Value: 1046 - Value: 6927 | Rap changed: 84%
Category: Pet Id: Huge Festive Elf Old Value: 114155013 - Value: 15440508 | Rap changed: -640%
Category: Pet Id: Frostbyte Snowman Old Value: 704245 - Value: 4237 | Rap changed: -16522%
Category: Pet Id: Tech Griffin Old Value: 245 - Value: 1843 | Rap changed: 86%
Category: Pet Id: Huge Old Wizard Owl Old Value: 23262992007 - Value: 27208121 | Rap changed: -85401%
Category: Pet Id: Huge Butterfly Old Value: 25000000000 - Value: 3822218966 | Rap changed: -555%
Category: Pet Id: Cat Magician Old Value: 1 - Value: 4653 | Rap changed: 99%
Category: Pet Id: Pink Marshmallow Chick Old Value: 229992 - Value: 1361 | Rap changed: -16799%
Category: Pet Id: Tech Camel Old Value: 1 - Value: 2539 | Rap changed: 99%
Category: Pet Id: Frostbyte Husky Old Value: 688 - Value: 225 | Rap changed: -206%
Category: Pet Id: Titanic Lucki Angelus Old Value: 100000000000 - Value: 67394036228 | Rap changed: -49%
Category: Pet Id: Huge Chroma Unicorn Old Value: 18000000000 - Value: 217243158 | Rap changed: -8186%
Category: Pet Id: Abyssal Shark Old Value: 7399 - Value: 2021 | Rap changed: -267%
Category: Pet Id: Steampunk Octopus Old Value: 10000 - Value: 15505 | Rap changed: 35%
Category: Pet Id: Frostbyte Snow Leopard Old Value: 1 - Value: 506 | Rap changed: 99%
Category: Pet Id: Garden Cat Old Value: 1795 - Value: 425 | Rap changed: -323%
Category: Pet Id: Bloo Cat Old Value: 16019559 - Value: 7319542 | Rap changed: -119%
Category: Pet Id: Player Penguin Old Value: 58581 - Value: 6802632 | Rap changed: 99%
Category: Pet Id: Huge Warrior Wolf Old Value: 166418579 - Value: 357270795 | Rap changed: 53%
Category: Pet Id: Dragonfruit Dragon Old Value: 261947490 - Value: 5546440 | Rap changed: -4623%
Category: Pet Id: Tech Goat Old Value: 2025 - Value: 939 | Rap changed: -116%
Category: Pet Id: Plane Dragon Old Value: 1462 - Value: 12777167 | Rap changed: 99%
Category: Pet Id: Koi Fish Old Value: 2457 - Value: 25393 | Rap changed: 90%
Category: Pet Id: Frostbyte Snowman Old Value: 704245 - Value: 16520 | Rap changed: -4163%
Category: Pet Id: Cyberpunk Lemur Old Value: 9728 - Value: 10978 | Rap changed: 11%
Category: Pet Id: Frostbyte Husky Old Value: 688 - Value: 190 | Rap changed: -263%
Category: Pet Id: Jelly Alien Old Value: 8703 - Value: 1034 | Rap changed: -742%
Category: Pet Id: Ghost Axolotl Old Value: 92494 - Value: 170821 | Rap changed: 45%
Category: Pet Id: Hi-Tech Flamingo Old Value: 1 - Value: 12663 | Rap changed: 99%
Category: Pet Id: Huge Strawberry Corgi Old Value: 337487223 - Value: 1498009619 | Rap changed: 77%
Category: Pet Id: Frostbyte Fox Old Value: 22804 - Value: 186 | Rap changed: -12161%
Category: Pet Id: Nuclear Mining Cat Old Value: 1129 - Value: 10399 | Rap changed: 89%
Category: Pet Id: Huge Scary Cat Old Value: 98773804 - Value: 381275641 | Rap changed: 74%
Category: Pet Id: Cyber Bear Old Value: 7000 - Value: 1 | Rap changed: -699900%
Category: Pet Id: Huge Jolly Owl Old Value: 153185078 - Value: 100000000000 | Rap changed: 99%
Category: Pet Id: Evil Bat Old Value: 16103 - Value: 20194 | Rap changed: 20%
Category: Pet Id: Frostbyte Dragon Old Value: 450 - Value: 715 | Rap changed: 37%
Category: Pet Id: Huge Parachute Monkey Old Value: 59724411 - Value: 224181605 | Rap changed: 73%
Category: Pet Id: Hellish Axolotl Old Value: 5600 - Value: 2000000 | Rap changed: 99%
Category: Pet Id: Puurple Cat Old Value: 5831379 - Value: 20220452 | Rap changed: 71%
Category: Pet Id: Frostbyte Yeti Old Value: 608 - Value: 5041 | Rap changed: 87%
Category: Pet Id: Mushroom Raccoon Old Value: 1760 - Value: 123365 | Rap changed: 98%
Category: Pet Id: Frostbyte Bat Old Value: 70 - Value: 68 | Rap changed: -3%
Category: Pet Id: Ice Bunny Old Value: 1130 - Value: 5237 | Rap changed: 78%
Category: Pet Id: Abyssal Dolphin Old Value: 111 - Value: 2593 | Rap changed: 95%
Category: Pet Id: Huge Chocolate Bunny Old Value: 6900000000 - Value: 20990186 | Rap changed: -32773%
Category: Pet Id: Huge Cupcake Unicorn Old Value: 3750000000 - Value: 613589606 | Rap changed: -512%
Category: Pet Id: Abyssal Pufferfish Old Value: 12001 - Value: 3502 | Rap changed: -243%
Category: Pet Id: Huge Marshmallow Kitsune Old Value: 2784650046 - Value: 22212297 | Rap changed: -12437%
Category: Pet Id: Huge Nightmare Dog Old Value: 17399999899 - Value: 756609718736 | Rap changed: 97%
Category: Pet Id: Huge Doll Cat Old Value: 1414438485 - Value: 201983793 | Rap changed: -601%
Category: Pet Id: M-6 PROTOTYPE Old Value: 82282 - Value: 38394 | Rap changed: -115%
Category: Pet Id: Huge Orca Old Value: 310837092 - Value: 5506592002 | Rap changed: 94%
Category: Pet Id: Frostbyte Yeti Old Value: 608 - Value: 673 | Rap changed: 9%
Category: Pet Id: Jelly Shiba Old Value: 14799798 - Value: 8535650 | Rap changed: -74%
Category: Pet Id: Midnight Axolotl Old Value: 2406 - Value: 363 | Rap changed: -563%
Category: Pet Id: Abyssal Fish Old Value: 618 - Value: 162 | Rap changed: -282%
Category: Pet Id: Fluffy Cat Old Value: 1078 - Value: 5111 | Rap changed: 78%
Category: Pet Id: Guard Corgi Old Value: 1827 - Value: 9897238 | Rap changed: 99%
Category: Pet Id: Titanic Gingerbread Cat Old Value: 20563903995 - Value: 9761805730 | Rap changed: -111%
Category: Pet Id: Sapphire Carbuncle Old Value: 1 - Value: 825 | Rap changed: 99%
Category: Pet Id: Walrus Old Value: 4000 - Value: 96703 | Rap changed: 95%
Category: Pet Id: Polar Bear Old Value: 428 - Value: 146 | Rap changed: -194%
Category: Pet Id: Abyssal Kraken Old Value: 534 - Value: 10070 | Rap changed: 94%
Category: Pet Id: Gargoyle Dragon Old Value: 7914172 - Value: 7914172 | Rap changed: 0%
Category: Pet Id: Abyssal Fish Old Value: 618 - Value: 1858 | Rap changed: 66%
Category: Pet Id: Hi-Tech Elephant Old Value: 500 - Value: 288 | Rap changed: -74%
Category: Pet Id: Fortress Dog Old Value: 15567 - Value: 34000 | Rap changed: 54%
Category: Pet Id: Huge Red Fluffy Old Value: 130316958 - Value: 7471199985 | Rap changed: 98%
Category: Pet Id: Poison Turtle Old Value: 2115528 - Value: 5562 | Rap changed: -37936%
Category: Pet Id: Happy Rock Old Value: 6436 - Value: 630 | Rap changed: -922%
Category: Pet Id: Huge Bee Old Value: 29572090 - Value: 743996228 | Rap changed: 96%
Category: Pet Id: Frostbyte Deer Old Value: 22902 - Value: 86 | Rap changed: -26531%
Category: Pet Id: Huge Wizard Westie Old Value: 25282753 - Value: 25282753 | Rap changed: 0%
Category: Pet Id: Huge Happy Computer Old Value: 143207613 - Value: 21222318 | Rap changed: -575%
Category: Pet Id: Scary Cat Old Value: 99 - Value: 7158 | Rap changed: 98%
Category: Pet Id: Cyberpunk Meerkat Old Value: 900000 - Value: 2681 | Rap changed: -33470%
Category: Pet Id: Mining Cat Old Value: 177 - Value: 3787 | Rap changed: 95%
Category: Pet Id: Abyssal Dolphin Old Value: 111 - Value: 54 | Rap changed: -106%
Category: Pet Id: Camel Old Value: 2247 - Value: 10000 | Rap changed: 77%
Category: Pet Id: Tech Horse Old Value: 1855 - Value: 37754 | Rap changed: 95%
Category: Pet Id: Cyborg Cat Old Value: 39768 - Value: 13861 | Rap changed: -187%
Category: Pet Id: Pink Marshmallow Chick Old Value: 229992 - Value: 3031 | Rap changed: -7488%
Category: Pet Id: Sun Agony Old Value: 41707 - Value: 107245 | Rap changed: 61%
Category: Pet Id: Research Cat Old Value: 21878 - Value: 146 | Rap changed: -14885%
Category: Pet Id: Cyborg Piggy Old Value: 1235 - Value: 67 | Rap changed: -1744%
Category: Pet Id: Cyborg Dog Old Value: 232 - Value: 1147030 | Rap changed: 99%
Category: Pet Id: Huge Googly Shark Old Value: 7975372513 - Value: 218561849 | Rap changed: -3550%
Category: Pet Id: Huge Diamond Cat Old Value: 12901849775 - Value: 1142679197 | Rap changed: -1030%
Category: Pet Id: Huge Willow Wisp Old Value: 210211251 - Value: 682018541 | Rap changed: 69%
Category: Pet Id: Dalmatian Old Value: 12 - Value: 202 | Rap changed: 94%
Category: Pet Id: Sabretooth Tiger Old Value: 2122 - Value: 96 | Rap changed: -2111%
Category: Pet Id: Cyberpunk Husky Old Value: 1180 - Value: 1 | Rap changed: -117900%
Category: Pet Id: Pineapple Monkey Old Value: 40644 - Value: 134 | Rap changed: -30232%
Category: Pet Id: Hi-Tech Tiger Old Value: 1500 - Value: 533 | Rap changed: -182%
Category: Pet Id: Cyborg Bat Old Value: 1612 - Value: 1970 | Rap changed: 18%
Category: Pet Id: Tech Camel Old Value: 1 - Value: 509 | Rap changed: 99%
Category: Pet Id: Stegosaurus Old Value: 450 - Value: 373 | Rap changed: -21%
Category: Pet Id: Quantum Fox Old Value: 42 - Value: 3413 | Rap changed: 98%
Category: Pet Id: Cyber Bear Old Value: 7000 - Value: 625 | Rap changed: -1020%
Category: Pet Id: Frostbyte Snowman Old Value: 704245 - Value: 5974 | Rap changed: -11689%
Category: Pet Id: Irish Corgi Old Value: 2967 - Value: 614 | Rap changed: -384%
Category: Pet Id: Fairy Bee Old Value: 134 - Value: 508 | Rap changed: 73%
Category: Pet Id: Huge Clover Fairy Old Value: 89588905 - Value: 678552513 | Rap changed: 86%
Category: Pet Id: Fairy Bee Old Value: 134 - Value: 1009 | Rap changed: 86%
Category: Pet Id: Evil Computer Old Value: 396000 - Value: 508 | Rap changed: -77853%
Category: Pet Id: Holographic Bear Old Value: 100000 - Value: 27075 | Rap changed: -270%
Category: Pet Id: Mortuus Old Value: 3004 - Value: 15548 | Rap changed: 80%
Category: Pet Id: Anime Corgi Old Value: 300000000 - Value: 24630797 | Rap changed: -1118%
Category: Pet Id: Tech Scorpion Old Value: 3546 - Value: 701 | Rap changed: -406%
Category: Pet Id: Huge Clover Unicorn Old Value: 2762191377 - Value: 80820430 | Rap changed: -3318%
Category: Pet Id: Tech Cowboy Dog Old Value: 210 - Value: 1494 | Rap changed: 85%
Category: Pet Id: Giraffe Old Value: 66000 - Value: 3212 | Rap changed: -1955%
Category: Pet Id: Tech Scorpion Old Value: 3546 - Value: 1418 | Rap changed: -151%
Category: Pet Id: Cyborg Dog Old Value: 232 - Value: 267 | Rap changed: 13%
Category: Pet Id: Cyber Axolotl Old Value: 179 - Value: 93 | Rap changed: -93%
Category: Pet Id: Holly Corgi Old Value: 271033 - Value: 1577765 | Rap changed: 82%
Category: Pet Id: Cyber Agony Old Value: 770 - Value: 1272 | Rap changed: 39%
Category: Pet Id: Cyber Bunny Old Value: 76300000 - Value: 49301 | Rap changed: -154664%
Category: Pet Id: Huge Pastel Elephant Old Value: 3968534430 - Value: 43019545 | Rap changed: -9125%
Category: Pet Id: Hydra Dino Old Value: 10806111 - Value: 69911 | Rap changed: -15357%
Category: Pet Id: Jelly Monkey Old Value: 5398698 - Value: 21375451 | Rap changed: 74%
Category: Pet Id: Huge Evolved Easter Lamb Old Value: 581398405 - Value: 35589359 | Rap changed: -1534%
Category: Pet Id: Tech Scorpion Old Value: 3546 - Value: 844 | Rap changed: -321%
Category: Pet Id: Huge Holiday Hedgehog Old Value: 100000000000 - Value: 2215009604 | Rap changed: -4415%
Category: Pet Id: Ender Goat Old Value: 1795 - Value: 4296 | Rap changed: 58%
Category: Pet Id: Pastel Sock Bear Old Value: 4304 - Value: 352 | Rap changed: -1123%
Category: Pet Id: Huge Blurred Dominus Old Value: 100000000000 - Value: 27760000046 | Rap changed: -261%
Category: Pet Id: Frostbyte Snow Ram Old Value: 521 - Value: 464 | Rap changed: -13%
Category: Pet Id: Electric Fox Old Value: 8080 - Value: 2743 | Rap changed: -195%
Category: Pet Id: Cyber Fox Old Value: 340000 - Value: 12588 | Rap changed: -2601%
Category: Pet Id: Easter Dominus Old Value: 67218 - Value: 16455 | Rap changed: -309%
Category: Pet Id: Tech Puma Old Value: 5761 - Value: 4031 | Rap changed: -43%
Category: Pet Id: Cartoon Corgi Old Value: 229599144 - Value: 10036667 | Rap changed: -2188%
Category: Pet Id: Tech Cowboy Cat Old Value: 283 - Value: 1002 | Rap changed: 71%
Category: Pet Id: Huge Happy Computer Old Value: 143207613 - Value: 953363541 | Rap changed: 84%
Category: Pet Id: Doodle Cat Old Value: 4309624 - Value: 1 | Rap changed: -430962300%
Category: Pet Id: Cold Firefly Old Value: 3835 - Value: 87 | Rap changed: -4309%
Category: Pet Id: Inferno Dominus Old Value: 847282720 - Value: 11407701 | Rap changed: -7328%
Category: Pet Id: Tech Sphinx Old Value: 9330 - Value: 2158 | Rap changed: -333%
Category: Pet Id: Huge Hypnotic Cat Old Value: 82382892 - Value: 845237087 | Rap changed: 90%
Category: Pet Id: Baby Piglet Old Value: 4850 - Value: 1960 | Rap changed: -148%
Category: Pet Id: Cyber Axolotl Old Value: 179 - Value: 4705 | Rap changed: 96%
Category: Pet Id: Red Woofy Old Value: 697 - Value: 2449 | Rap changed: 71%
Category: Pet Id: King Cobra Old Value: 1544 - Value: 2374 | Rap changed: 34%
Category: Pet Id: Huge Vibrant Toucan Old Value: 4295004802 - Value: 66337002 | Rap changed: -6375%
Category: Pet Id: Hi-Tech Ladybug Old Value: 656 - Value: 1785 | Rap changed: 63%
Category: Pet Id: Huge Bat Old Value: 2415223777 - Value: 63552804 | Rap changed: -3701%
Category: Pet Id: Huge Painted Cat Old Value: 335321266 - Value: 3158720005 | Rap changed: 89%
Category: Pet Id: Love Peacock Old Value: 621739 - Value: 1502 | Rap changed: -41295%
Category: Pet Id: Titanic Dino Cat Old Value: 12280923152 - Value: 9756368071 | Rap changed: -26%
Category: Pet Id: Hi-Tech Sloth Old Value: 1046 - Value: 93085 | Rap changed: 98%
Category: Pet Id: Huge Pastel Elephant Old Value: 3968534430 - Value: 9199999831 | Rap changed: 56%
Category: Pet Id: Kawaii Mushroom Fox Old Value: 305 - Value: 2000 | Rap changed: 84%
Category: Pet Id: Bejeweled Unicorn Old Value: 215922422 - Value: 4744716 | Rap changed: -4451%
Category: Pet Id: Huge Party Crown Corgi Old Value: 328843569 - Value: 5559999976 | Rap changed: 94%
Category: Pet Id: Huge Elephant Old Value: 78159004 - Value: 22209672 | Rap changed: -252%
Category: Pet Id: Jelly Monkey Old Value: 5398698 - Value: 34109723 | Rap changed: 84%
Category: Pet Id: Enchanted Fox Old Value: 2610 - Value: 582 | Rap changed: -349%
Category: Pet Id: Huge Hi-Tech Tiger Old Value: 77553890 - Value: 132780804 | Rap changed: 41%
Category: Pet Id: Springy Axolotl Old Value: 118 - Value: 693600 | Rap changed: 99%
